method,rank,feature,score
shap,53,vessel_curvature_max,0.0030882046257750964
shap,54,lab_color_a_entropy,0.0030583911095347976
shap,55,lab_color_l_max,0.0030497927540735115
shap,56,all_lesion_compactness_mean,0.002962075014300151
shap,57,clinical_hemorrhage_burden_score,0.002862899850536265
shap,58,fft_dominant_radius_mean,0.002837080981704576
shap,59,lab_color_b_max,0.0027995364445378237
shap,60,hsv_h_mean,0.0027749742319052124
shap,61,hsv_v_min,0.0027034510626133498
shap,62,glcm_entropy,0.002696105986646979
shap,63,rgb_r_entropy,0.002581401938363024
shap,64,hsv_s_mean,0.0025810827559094394
shap,65,local_texture_variance_std,0.0025668649180911286
shap,66,hard_exudate_distance_to_optic_disc_mean,0.002560924969720211
shap,67,hsv_v_entropy,0.0025459136994012057
shap,68,rgb_b_entropy,0.0025439250927058025
shap,69,lab_color_b_entropy,0.0025363103817131845
shap,70,lab_color_a_min,0.0024840937684808065
shap,71,texture_skewness,0.002467562785389411
shap,72,glcm_dissimilarity,0.00239408119600532
shap,73,hard_exudate_coverage_pct,0.0023887812698050515
shap,74,lbp_mean,0.002383122853545072
shap,75,hsv_v_std,0.0023157119879116815
shap,76,lab_color_l_std,0.0023044176828336937
shap,77,lab_color_b_mean,0.0022884736758776035
shap,78,glcm_contrast,0.0022562700241768774
shap,79,lab_b_exudate_mean,0.0022484059701700625
shap,80,vessel_tortuosity_mean,0.0022312773671802027
shap,81,glcm_contrast_135,0.002225345612944087
shap,82,wavelet_approx_energy,0.0021810544989278972
shap,83,temporal_vessel_density,0.0021764774404853405
shap,84,rgb_r_std,0.00217321396903708
shap,85,exudate_density,0.0021628571404391705
shap,86,lab_b_mean,0.002153251304513366
shap,87,fft_energy,0.002148032010087076
shap,88,hsv_h_std,0.0021470497276739973
shap,89,glcm_contrast_45,0.0021406936632924383
shap,90,hard_exudate_area,0.0021213144085476237
shap,91,lab_color_l_min,0.0020986511978888438
shap,92,quality_brightness,0.002064495911305035
shap,93,hsv_h_entropy,0.002050711903923964
shap,94,wavelet_diagonal_energy,0.0020277332540883717
shap,95,fft_high_frequency_ratio,0.002017167797588482
shap,96,hemorrhage_area,0.0020100360063577565
shap,97,texture_std,0.0019841154908046238
shap,98,rgb_b_mean,0.001970613722053568
